,sh.600000,sh.600016,sh.600019,sh.600028,sh.600029,sh.600030,sh.600031,sh.600036,sh.600048,sh.600050,sh.600104,sh.600196,sh.600276,sh.600309,sh.600340,sh.600519,sh.600585,sh.600690,sh.600703,sh.600837,sh.600887,sh.601066,sh.601088,sh.601111,sh.601138,sh.601166,sh.601186,sh.601211,sh.601229,sh.601288,sh.601318,sh.601319,sh.601328,sh.601336,sh.601390,sh.601398,sh.601601,sh.601628,sh.601668,sh.601688,sh.601766,sh.601800,sh.601818,sh.601857,sh.601888,sh.601939,sh.601988,sh.601989,sh.603259,sh.603993
2015-09-18,15.03,8.76,5.82,4.95,7.54,13.78,6.86,17.71,8.15,6.19,17.3,23.24,45.45,17.81,23.17,199.43,18.57,9.88,20.0,13.11,15.75,,15.22,7.5,,14.51,15.13,18.53,,3.14,30.57,,6.19,37.16,11.2,4.45,23.66,26.29,6.23,14.12,14.26,12.72,4.15,8.42,53.15,5.43,3.86,10.35,,10.86
2015-09-21,14.97,8.76,5.86,5.0,7.76,13.94,7.04,17.57,8.22,6.25,17.32,23.75,46.07,17.84,23.42,199.3,18.08,9.95,20.74,13.32,15.98,,15.34,7.8,,14.38,15.22,18.89,,3.12,30.96,,6.19,37.45,11.99,4.42,23.55,26.26,6.3,14.32,14.43,12.94,4.15,8.47,55.87,5.38,3.85,10.74,,11.36
2015-09-22,15.05,8.78,5.91,5.04,8.12,14.22,6.95,17.96,8.28,6.3,17.39,24.32,45.83,17.76,23.67,199.27,18.09,9.97,20.9,13.71,15.93,,15.53,8.15,,14.52,15.05,20.02,,3.14,31.77,,6.26,39.29,12.36,4.44,23.85,27.02,6.28,14.88,14.29,12.88,4.15,8.55,54.6,5.42,3.87,10.65,,11.3
2015-09-23,14.95,8.61,5.69,4.85,7.81,13.64,6.7,17.73,8.05,6.08,16.55,23.82,45.32,17.0,22.99,194.72,17.52,9.64,20.64,13.09,15.69,,14.92,7.83,,14.23,14.19,19.14,,3.1,30.77,,6.15,37.93,11.71,4.37,23.01,26.47,6.1,14.19,13.58,12.48,4.15,8.36,53.37,5.29,3.8,10.33,,11.33
2015-09-24,15.27,8.58,5.71,4.86,7.84,13.77,6.77,17.52,8.13,6.1,16.6,23.51,46.77,16.92,23.04,194.0,17.69,9.69,20.88,13.13,15.73,,15.01,7.89,,14.24,14.41,19.05,,3.09,31.14,,6.13,38.36,11.85,4.37,22.95,26.43,6.11,14.23,13.79,12.63,4.15,8.4,53.89,5.27,3.79,10.43,,11.49
2015-09-25,15.59,8.81,5.56,4.87,7.51,13.3,6.44,17.72,8.02,6.3,16.33,22.62,46.11,16.32,22.82,193.46,17.8,9.43,20.3,12.81,15.4,,14.91,7.56,,14.31,13.99,18.4,,3.11,31.23,,6.27,38.15,11.45,4.45,22.72,26.39,6.06,14.02,13.28,12.33,4.15,8.53,53.79,5.29,3.83,10.21,,10.61
2015-09-28,15.92,8.61,5.6,4.83,7.58,13.46,6.47,17.51,7.98,6.14,16.57,22.66,47.2,16.45,22.67,191.38,17.62,9.37,20.23,12.93,15.42,,14.84,7.64,,14.35,13.81,18.76,,3.08,30.9,,6.17,37.8,11.26,4.38,22.68,26.14,5.97,14.06,13.23,12.29,4.01,8.43,55.35,5.25,3.8,10.14,,10.84
2015-09-29,15.97,8.47,5.47,4.72,7.36,13.34,6.32,17.44,7.72,6.01,16.16,21.92,46.71,16.07,22.02,190.17,16.85,9.03,19.74,12.74,15.27,,14.4,7.42,,14.19,13.38,18.51,,3.03,29.93,,6.1,36.07,10.8,4.32,22.1,25.72,5.77,13.83,12.67,11.81,3.89,8.26,53.28,5.17,3.72,9.75,,10.39
2015-09-30,16.63,8.45,5.59,4.74,7.49,13.58,6.36,17.77,7.99,6.01,16.8,21.92,46.19,15.95,21.9,190.31,16.85,9.06,19.73,12.75,15.38,,14.47,7.54,,14.56,13.55,18.6,,3.03,29.86,,6.08,35.83,10.94,4.32,22.19,25.53,5.78,13.92,12.97,11.87,3.88,8.23,52.28,5.18,3.72,10.01,,10.44
2015-10-08,15.87,8.48,5.77,4.89,7.68,14.26,6.58,17.73,8.25,6.14,17.77,24.11,48.0,16.57,23.17,197.52,17.97,9.34,20.92,13.26,15.86,,15.06,7.77,,14.81,13.99,19.22,,3.08,30.7,,6.18,36.98,11.29,4.38,22.76,25.9,5.95,14.78,13.34,12.25,3.94,8.44,52.3,5.28,3.78,10.32,,10.77
2015-10-09,15.9,8.5,5.8,5.03,7.87,14.49,6.7,17.96,8.32,6.14,17.77,24.94,48.2,16.48,23.29,196.95,18.19,9.37,22.75,13.74,15.86,,15.17,7.92,,14.97,14.0,19.68,,3.09,31.68,,6.22,38.55,11.29,4.44,23.96,26.41,5.99,15.55,13.31,12.33,3.96,8.52,51.37,5.32,3.8,10.43,,11.22
2015-10-12,16.06,8.65,5.98,5.15,8.37,15.35,7.0,18.19,8.57,6.39,17.77,24.93,48.1,17.49,24.4,198.09,18.6,9.72,23.06,14.51,16.16,,15.71,8.34,,15.21,14.6,20.59,,3.15,32.64,,6.34,40.2,11.82,4.51,24.4,26.9,6.21,16.9,14.04,12.93,4.08,8.77,53.98,5.44,3.87,11.47,,12.0
2015-10-13,15.97,8.59,5.94,5.09,8.47,15.26,6.93,18.06,8.53,6.34,17.77,25.03,47.0,17.76,24.4,198.74,18.54,9.72,23.24,14.4,16.29,,15.53,8.37,,15.08,14.46,20.29,,3.13,32.2,,6.28,40.31,11.72,4.45,24.43,26.81,6.17,16.69,13.91,12.82,4.04,8.68,53.83,5.42,3.84,11.45,,11.89
2015-10-14,15.9,8.54,5.88,5.07,8.24,15.26,6.76,17.85,8.33,6.33,17.77,24.78,46.89,17.36,23.48,197.83,18.05,9.56,22.7,14.21,15.99,,15.44,8.1,,15.04,14.74,20.02,,3.1,31.68,,6.21,38.77,11.79,4.43,23.86,26.48,6.14,16.53,13.94,12.72,4.0,8.73,52.84,5.37,3.85,11.08,,11.98
2015-10-15,15.9,8.6,5.97,5.13,8.48,15.72,6.93,18.34,8.51,6.68,17.77,25.19,47.27,17.71,24.79,199.99,18.32,9.78,23.33,14.65,16.17,,15.64,8.31,,15.19,14.99,20.62,,3.13,32.46,,6.3,39.91,11.96,4.49,24.22,26.8,6.23,17.59,14.16,12.95,4.05,8.82,53.84,5.43,3.89,11.4,,12.25
2015-10-16,15.9,8.62,6.03,5.21,8.74,15.89,7.07,18.58,8.63,6.83,17.77,25.03,47.05,17.84,26.46,200.74,18.35,9.92,23.87,14.89,16.27,,15.77,8.78,,15.21,15.5,21.04,,3.14,32.79,,6.35,41.13,12.32,4.5,24.72,27.15,6.28,17.73,14.42,13.21,4.1,8.95,54.79,5.46,3.92,11.52,,12.23
2015-10-19,15.9,8.57,5.97,5.15,8.92,16.13,6.98,18.25,8.53,6.66,17.77,26.1,48.66,17.95,26.88,202.72,18.17,9.92,24.02,15.08,16.48,,15.6,9.0,,15.13,15.15,21.62,,3.13,33.17,,6.4,42.01,12.09,4.49,24.81,27.39,6.22,18.31,14.51,12.94,4.09,8.9,55.49,5.47,3.91,11.33,,12.51
2015-10-20,15.9,8.57,6.03,5.17,8.92,16.02,7.12,18.22,8.62,6.83,17.77,25.79,48.69,18.12,26.53,201.97,18.25,9.92,24.85,15.19,16.11,,15.61,9.12,,15.14,16.37,21.71,,3.14,32.91,,6.38,42.12,13.05,4.5,24.89,27.28,6.43,18.93,15.18,14.23,4.09,8.97,55.02,5.48,3.91,11.66,,12.53
2015-10-21,15.9,9.0,5.8,5.14,8.15,14.95,6.76,18.69,8.65,6.95,17.77,24.15,47.66,17.04,25.02,200.31,18.14,9.92,23.52,14.97,15.43,,15.45,8.6,,15.23,16.19,20.3,,3.19,32.85,,6.67,42.69,13.16,4.77,25.2,27.18,6.59,18.32,14.75,15.27,4.33,8.92,52.75,5.5,4.03,10.81,,11.29
2015-10-22,15.9,8.75,5.86,5.1,8.97,15.35,6.85,18.29,8.59,7.09,17.77,25.29,48.82,17.35,25.37,202.53,18.02,9.92,24.1,14.94,15.52,,15.36,9.46,,15.02,16.01,20.58,,3.15,32.86,,6.53,43.44,13.14,4.65,24.85,27.09,6.44,18.14,14.59,15.42,4.2,8.82,53.43,5.54,3.94,11.07,,11.79
2015-10-23,15.9,8.73,5.92,5.13,8.88,15.7,6.92,18.19,9.09,6.96,17.77,26.13,48.98,18.44,26.14,210.98,18.35,9.92,24.27,15.2,15.67,,15.4,9.4,,15.1,15.75,21.28,,3.16,33.73,,6.49,44.57,12.89,4.61,25.37,27.42,6.41,18.14,14.44,15.04,4.17,8.83,54.33,5.56,3.95,11.13,,12.14
2015-10-26,16.28,8.75,5.93,5.13,8.7,15.85,7.04,18.07,8.97,6.83,17.77,25.71,51.95,18.53,26.16,217.73,18.34,9.92,24.77,15.43,15.77,,15.67,9.18,,15.15,15.71,21.65,,3.17,33.57,,6.48,44.61,12.85,4.62,25.53,27.54,6.42,18.7,14.38,15.04,4.17,8.89,53.97,5.58,3.94,11.1,,12.43
2015-10-27,16.32,8.69,5.88,5.09,8.63,15.74,6.95,18.04,8.82,6.77,17.77,25.45,51.45,18.82,25.6,215.25,18.17,9.92,24.86,15.25,15.63,,15.41,9.06,,15.14,15.49,21.58,,3.15,34.37,,6.47,44.29,12.61,4.63,25.4,27.61,6.36,18.56,14.16,15.21,4.14,8.81,55.45,5.52,3.92,12.02,,13.67
2015-10-28,16.31,8.64,5.84,5.06,8.47,15.25,6.81,17.86,8.61,6.59,17.77,24.91,51.87,18.82,24.7,212.44,17.77,9.92,24.38,14.64,15.34,,15.19,8.87,,15.09,15.27,20.86,,3.15,33.55,,6.41,42.52,12.38,4.61,24.8,26.89,6.22,17.48,14.05,14.42,4.13,8.79,54.21,5.49,3.91,11.26,,12.96
2015-10-29,16.59,8.58,5.78,5.07,8.45,15.29,6.81,17.81,8.66,6.64,17.77,25.2,53.46,18.75,24.94,213.0,17.82,9.92,23.91,14.62,15.56,,15.22,8.94,,15.07,15.29,20.81,,3.13,33.38,,6.36,42.0,12.33,4.58,24.63,26.57,6.2,17.27,13.97,14.29,4.11,8.82,52.38,5.48,3.89,11.25,,13.18
2015-10-30,16.39,8.6,5.67,5.03,8.46,15.87,6.71,17.93,8.72,6.61,17.77,24.91,52.55,18.51,25.0,213.86,17.76,9.92,23.34,14.84,15.93,,15.09,8.94,,15.27,15.29,21.3,,3.14,33.49,,6.35,42.5,12.31,4.57,24.66,26.49,6.21,17.68,13.86,14.42,4.11,8.75,51.62,5.48,3.88,11.06,,13.53
2015-11-02,16.41,8.53,5.55,4.94,8.19,15.54,6.61,17.83,8.52,6.35,17.77,24.64,51.51,17.8,24.62,212.56,17.57,9.92,22.72,14.43,15.3,,14.77,8.67,,15.11,15.13,20.79,,3.11,33.02,,6.23,41.14,12.34,4.52,24.76,25.63,6.17,17.04,13.75,14.45,4.04,8.53,51.68,5.43,3.85,10.5,,12.84
2015-11-03,16.46,8.54,5.57,4.91,8.1,15.77,6.59,17.9,8.43,6.33,17.77,24.59,50.98,18.03,24.43,209.71,17.48,9.92,22.88,14.28,15.17,,14.78,8.68,,15.06,15.04,20.82,,3.07,33.02,,6.17,40.96,12.16,4.45,25.0,25.73,6.09,16.9,13.49,14.54,3.98,8.47,51.16,5.34,3.81,10.47,,13.05
2015-11-04,16.84,8.74,5.75,5.09,8.44,17.35,6.86,18.36,8.84,6.61,17.77,25.63,52.85,19.01,25.39,214.98,18.07,9.92,23.84,15.71,15.65,,15.33,9.07,,15.65,15.63,22.9,,3.15,35.0,,6.37,45.06,12.69,4.56,27.08,28.3,6.31,18.59,14.06,15.27,4.14,8.74,52.86,5.51,3.93,10.95,,13.77
2015-11-05,17.71,8.86,5.92,5.22,8.84,18.64,7.08,18.57,9.02,7.07,17.77,25.99,52.21,19.01,25.3,216.56,18.38,9.92,23.52,16.63,15.92,,15.86,9.79,,16.1,16.4,24.19,,3.2,35.32,,6.55,47.43,13.26,4.64,26.9,28.83,6.94,20.45,15.01,16.67,4.28,8.98,56.26,5.65,4.0,11.25,,13.89
2015-11-06,17.88,8.89,5.96,5.26,8.94,20.5,7.14,18.68,9.21,7.03,19.55,26.3,51.48,19.01,25.65,218.42,18.52,9.92,24.89,18.01,16.01,,15.97,9.85,,16.22,16.45,25.81,,3.2,36.19,,6.6,50.37,13.31,4.65,27.79,29.95,7.1,21.9,14.96,16.56,4.33,9.1,57.98,5.7,4.01,11.38,,14.31
2015-11-09,18.15,9.13,6.03,5.35,9.35,20.39,7.19,19.08,9.39,7.06,20.87,26.63,51.33,19.01,26.27,220.83,18.68,9.92,24.78,17.44,16.2,,16.18,9.86,,16.8,16.41,25.21,,3.33,36.45,,6.91,49.74,13.32,4.8,27.55,29.85,7.11,21.17,15.04,16.58,4.75,9.24,58.31,5.96,4.19,11.66,,14.2
2015-11-10,18.37,9.04,6.01,5.39,9.19,20.68,7.16,18.64,9.21,6.96,20.68,26.46,48.93,19.01,25.94,222.38,18.59,9.92,24.99,17.5,15.98,,16.27,9.66,,16.66,16.11,25.42,,3.29,36.25,,6.92,49.62,13.09,4.73,27.13,29.36,7.12,21.37,14.98,16.2,4.62,9.26,57.32,5.91,4.15,11.66,,14.35
2015-11-11,17.73,8.9,6.05,5.35,9.13,20.86,7.23,18.44,9.33,7.03,20.31,26.49,51.33,19.01,26.14,220.15,18.43,9.92,24.77,17.59,15.89,,16.2,9.66,,16.41,16.01,25.42,,3.27,35.84,,6.9,49.47,13.04,4.7,27.07,28.99,7.06,21.78,14.85,16.3,4.54,9.2,56.69,5.86,4.1,11.71,,14.25
2015-11-12,17.36,8.88,5.92,5.28,9.19,20.16,7.08,18.27,9.18,6.84,19.9,26.61,51.16,19.01,26.98,220.01,18.28,9.92,24.26,17.13,16.02,,15.95,9.59,,16.21,15.84,24.71,,3.23,35.43,,6.74,47.83,12.87,4.65,26.8,28.6,6.89,22.17,14.77,16.09,4.45,9.11,57.1,5.76,4.05,11.51,,14.32
2015-11-13,17.58,8.79,5.79,5.17,9.26,20.26,6.95,18.14,8.95,6.69,20.13,25.77,50.42,19.01,26.0,215.11,17.78,9.92,23.49,17.12,15.61,,15.57,9.6,,16.02,15.35,24.72,,3.21,35.05,,6.64,47.89,12.49,4.6,26.53,28.3,6.84,22.0,14.17,15.72,4.38,8.94,55.04,5.7,4.02,11.01,,4.97
2015-11-16,17.42,8.82,5.81,5.19,9.06,19.9,7.03,18.1,9.05,6.71,20.21,26.17,51.47,19.01,26.24,213.78,17.66,9.92,24.68,16.83,15.62,,15.68,9.37,,16.0,15.59,24.27,,3.23,35.12,,6.66,47.83,12.68,4.65,26.23,28.14,6.85,21.37,14.18,16.28,4.43,8.98,54.46,5.71,4.05,11.14,,4.65
2015-11-17,17.44,8.83,5.88,5.21,9.15,20.2,7.04,18.14,9.1,6.69,20.08,25.89,51.68,18.93,26.51,214.36,17.65,9.92,23.91,17.11,15.72,,15.68,9.37,,16.06,15.43,24.75,,3.24,35.26,,6.63,47.66,12.6,4.67,26.44,28.43,6.78,21.32,14.26,16.14,4.47,9.04,54.01,5.73,4.06,11.16,,4.55
2015-11-18,17.39,8.83,5.86,5.16,8.94,20.78,6.97,18.16,9.67,6.65,19.81,25.27,51.08,18.67,27.48,214.66,17.75,9.92,23.82,16.83,15.53,,15.6,9.1,,16.14,15.18,24.06,,3.25,34.88,,6.67,47.01,12.35,4.68,26.43,27.91,6.75,20.3,14.02,15.66,4.49,9.05,53.75,5.73,4.07,10.91,,4.61
2015-11-19,17.9,8.87,5.91,5.19,9.01,21.07,7.06,18.2,9.58,6.83,19.89,25.79,51.32,19.0,27.3,215.03,17.77,9.92,25.77,17.1,15.61,,15.7,9.29,,16.32,15.35,24.38,,3.24,35.31,,6.74,48.29,12.47,4.68,27.04,28.27,6.81,20.78,14.26,15.91,4.51,9.04,54.6,5.75,4.08,11.04,,4.67
2015-11-20,18.47,8.89,5.89,5.17,8.93,20.53,7.12,18.15,9.71,6.82,19.96,25.99,50.95,18.63,27.51,213.72,17.78,9.92,25.63,16.77,15.6,,15.65,9.25,,16.43,15.61,24.59,,3.23,35.04,,6.68,47.66,12.65,4.66,27.08,28.21,6.77,20.5,14.41,15.86,4.46,8.99,54.93,5.75,4.05,11.07,,5.14
2015-11-23,19.06,8.84,5.83,5.12,8.73,20.1,7.02,18.19,9.61,6.68,19.89,25.65,50.39,18.33,27.43,212.62,17.49,9.92,25.24,16.55,15.48,,15.47,9.07,,16.41,15.61,23.95,,3.21,34.97,,6.62,47.94,12.67,4.65,26.9,28.17,6.74,20.15,14.84,16.26,4.42,8.92,53.88,5.71,4.02,10.95,,5.65
2015-11-24,19.05,8.8,5.8,5.12,8.61,20.29,6.96,17.88,9.49,6.65,19.84,25.61,50.71,18.52,27.28,211.69,17.22,9.92,26.3,16.7,15.43,,15.35,8.92,,16.13,15.4,23.95,,3.2,34.97,,6.55,48.02,12.48,4.64,26.96,28.15,6.66,20.7,14.68,16.05,4.41,8.91,52.98,5.72,4.04,10.85,,5.43
2015-11-25,19.67,8.8,5.81,5.14,8.66,20.09,6.98,17.73,9.55,6.66,19.92,26.0,50.22,18.4,27.29,212.98,17.26,9.92,26.15,16.82,15.41,,15.43,9.03,,16.17,15.37,23.99,,3.23,35.04,,6.56,48.68,12.44,4.66,27.02,28.18,6.67,20.94,14.6,15.85,4.44,8.98,53.42,5.78,4.08,11.01,,5.58
2015-11-26,19.37,8.77,5.8,5.16,8.54,19.89,6.93,17.53,9.62,6.62,19.82,25.75,50.54,18.69,26.88,212.84,17.24,9.92,25.63,16.71,15.48,,15.58,8.92,,16.08,15.25,24.03,,3.22,35.03,,6.52,48.06,12.44,4.68,27.03,28.08,6.62,20.77,14.59,15.61,4.44,8.97,52.82,5.79,4.07,11.09,,5.54
2015-11-27,18.53,8.46,5.51,4.9,7.86,17.9,6.42,17.04,9.2,6.23,18.95,24.37,49.43,17.36,25.43,207.74,16.3,9.92,24.36,16.71,14.92,,14.74,8.21,,15.49,14.01,22.11,,3.13,33.84,,6.22,44.59,11.44,4.58,26.39,26.6,6.22,18.69,13.47,14.12,4.22,8.46,51.28,5.69,3.95,10.32,,5.17
2015-11-30,18.65,8.63,5.48,4.91,7.74,17.63,6.42,17.2,9.6,6.22,19.13,24.13,49.48,17.12,25.72,214.31,16.42,9.92,25.22,15.22,14.75,,14.7,8.07,,15.65,13.73,22.03,,3.15,33.8,,6.39,44.01,11.18,4.62,26.46,26.31,6.2,18.67,13.2,13.72,4.33,8.4,49.99,5.77,4.11,10.06,,5.09
2015-12-01,18.66,8.57,5.52,4.93,7.93,17.77,6.45,17.11,10.56,6.21,19.57,24.45,50.37,17.15,27.18,213.8,16.89,9.92,24.92,15.13,14.81,,14.75,8.36,,15.7,14.13,22.26,,3.12,34.12,,6.32,44.59,11.42,4.55,26.77,26.72,6.42,18.79,13.29,14.09,4.24,8.41,50.84,5.68,4.02,10.16,,5.02
2015-12-02,19.85,8.94,5.68,5.09,8.21,18.82,6.88,17.91,11.62,6.4,20.63,25.16,50.94,18.0,27.87,221.58,17.55,9.92,24.68,15.9,15.39,,15.21,8.6,,16.73,14.51,23.38,,3.24,36.01,,6.64,49.05,11.67,4.72,28.74,29.39,6.83,19.94,13.71,14.72,4.5,8.64,52.32,5.96,4.18,10.34,,4.99
2015-12-03,19.25,8.93,5.67,5.14,8.24,18.74,6.81,17.78,11.36,6.41,21.14,25.38,51.02,18.2,27.63,220.2,17.57,9.92,24.79,15.85,15.34,,15.27,8.63,,16.59,14.43,23.35,,3.34,35.97,,6.84,51.81,11.62,4.86,28.95,29.61,6.71,20.53,13.74,14.58,4.54,8.82,52.31,6.16,4.34,10.36,,5.08
2015-12-04,18.71,8.76,5.53,5.03,7.99,18.24,6.65,17.25,11.0,6.24,20.64,25.02,51.16,17.83,26.65,215.31,17.1,9.92,25.05,15.32,15.08,,15.09,8.31,,16.07,14.29,22.85,,3.3,34.95,,6.61,49.66,11.64,4.69,27.82,28.46,6.51,19.8,13.43,14.14,4.4,8.58,53.02,5.91,4.17,10.12,,5.02
2015-12-07,19.45,8.81,5.51,5.02,8.05,17.9,6.68,17.39,10.83,6.26,20.64,26.0,51.52,17.84,26.48,214.51,17.03,9.92,24.9,15.16,15.15,,14.98,8.33,,16.15,14.26,23.24,,3.27,34.74,,6.55,49.05,11.56,4.66,27.5,28.05,6.45,19.42,13.55,14.09,4.36,8.55,52.94,5.85,4.12,10.09,,4.99
2015-12-08,20.1,8.7,5.4,4.91,8.18,17.64,6.51,17.42,10.72,6.11,20.08,25.6,50.2,17.43,26.21,211.94,16.57,9.92,24.09,15.08,14.83,,14.64,8.67,,16.13,13.65,22.72,,3.21,34.42,,6.44,47.8,11.07,4.62,27.02,27.85,6.33,19.04,13.07,13.44,4.28,8.38,54.18,5.75,4.06,9.8,,4.8
2015-12-09,19.23,8.71,5.41,4.89,7.93,17.79,6.49,17.39,11.19,6.12,20.98,25.32,50.01,17.4,26.69,214.47,16.63,9.92,24.18,15.18,14.8,,14.71,8.35,,16.2,13.67,22.96,,3.23,34.44,,6.47,49.62,11.03,4.66,27.06,28.14,6.39,18.97,13.07,13.48,4.3,8.35,56.6,5.81,4.11,9.75,,4.67
2015-12-10,19.27,8.7,5.38,4.89,7.81,17.82,6.41,17.26,10.45,6.06,20.64,25.21,50.0,17.68,27.37,212.96,17.08,9.92,24.65,15.21,14.73,,14.65,8.2,,16.09,13.49,23.2,,3.23,34.49,,6.45,48.04,10.93,4.61,27.06,27.96,6.29,19.13,13.01,13.31,4.27,8.33,57.04,5.78,4.07,9.47,,4.7
2015-12-11,18.6,8.71,5.42,4.83,7.72,17.85,6.41,16.92,10.35,6.04,20.41,25.21,49.63,17.34,27.2,211.41,16.74,9.92,23.91,15.16,14.6,,14.64,8.11,,15.95,13.34,24.34,,3.23,34.57,,6.44,47.65,10.81,4.59,27.21,27.54,6.22,19.21,12.84,13.29,4.24,8.3,54.69,5.71,4.04,9.41,,4.75
2015-12-14,18.45,8.8,5.51,4.91,7.98,19.45,6.56,17.06,10.57,6.22,20.75,24.26,49.05,17.58,28.48,214.1,16.99,9.92,24.23,16.28,14.9,,14.96,8.42,,16.24,13.8,26.23,,3.28,35.62,,6.65,52.42,11.19,4.65,28.29,29.46,6.46,21.13,13.18,13.87,4.33,8.43,56.62,5.82,4.1,9.9,,4.86
2015-12-15,18.31,8.69,5.45,4.89,7.91,18.72,6.52,17.03,10.71,6.15,20.56,23.88,49.78,17.98,29.99,214.51,16.8,9.92,24.11,15.7,14.95,,14.77,8.38,,16.08,13.64,25.02,,3.24,35.26,,6.56,51.18,11.13,4.6,27.6,28.69,6.36,20.54,13.11,13.63,4.23,8.37,56.86,5.74,4.04,9.88,,4.78
2015-12-16,18.18,8.67,5.42,4.99,7.81,18.62,6.48,16.96,10.47,6.24,20.43,23.82,49.58,17.83,30.02,213.91,16.66,9.92,26.04,15.7,14.84,,14.9,8.29,,16.1,13.58,25.14,,3.24,35.21,,6.51,51.01,11.07,4.59,27.63,28.51,6.32,20.66,12.96,13.63,4.24,8.46,55.3,5.74,4.04,9.74,,4.76
2015-12-17,18.49,8.74,5.64,5.02,8.11,19.06,6.58,17.1,11.52,6.31,20.65,24.22,49.88,18.24,31.91,215.86,16.89,9.92,26.39,15.9,15.1,,15.1,8.57,,16.18,13.8,25.52,,3.27,35.51,,6.57,51.83,11.24,4.62,27.83,28.85,6.52,20.91,13.12,13.84,4.27,8.48,57.09,5.78,4.07,9.88,,4.81
2015-12-18,18.81,9.07,5.52,5.0,8.75,18.86,6.56,17.52,11.35,6.28,20.7,23.99,49.74,18.19,30.72,216.88,16.87,9.92,25.88,15.78,16.12,,15.0,8.86,,16.39,13.93,25.31,,3.28,35.79,,6.61,51.89,11.37,4.62,27.9,28.78,6.5,20.64,13.12,13.86,4.3,8.48,58.34,5.82,4.08,9.83,,4.72
2015-12-21,19.14,9.97,5.65,5.05,9.15,19.63,6.67,18.23,11.99,6.38,21.6,24.54,51.02,18.66,31.5,227.03,17.46,9.92,26.25,16.19,17.73,,15.34,9.03,,16.86,14.09,25.41,,3.31,36.9,,6.69,54.33,11.45,4.69,28.67,29.67,6.72,21.02,13.26,14.15,4.4,8.53,61.43,5.92,4.12,10.04,,4.72
2015-12-22,18.9,9.58,5.77,5.05,9.15,19.93,6.66,18.27,11.85,6.36,21.55,24.28,50.59,18.51,32.53,225.03,17.94,9.92,25.89,16.26,18.34,,15.35,8.99,,17.18,13.99,25.53,,3.31,36.93,,6.63,54.37,11.31,4.67,29.26,29.68,6.65,21.45,13.18,13.99,4.35,8.52,60.19,5.88,4.09,9.96,,4.72
2015-12-23,18.88,9.52,5.68,5.06,8.96,21.15,6.66,18.19,11.84,6.28,21.89,24.09,50.47,18.5,32.33,223.0,17.7,9.92,25.39,16.82,18.15,,15.26,8.88,,17.23,13.9,25.63,,3.3,36.98,,6.65,55.17,11.23,4.67,29.59,29.8,6.68,22.07,13.25,13.88,4.37,8.54,59.43,5.9,4.08,9.83,,4.63
2015-12-24,19.04,9.39,5.69,5.04,8.72,20.63,6.56,18.14,11.28,6.23,21.78,23.82,49.85,18.16,33.02,224.78,17.45,9.92,24.82,16.44,17.18,,15.06,8.73,,17.27,13.72,24.57,,3.28,36.92,,6.7,55.2,11.07,4.65,29.8,30.42,6.58,21.45,13.2,13.7,4.33,8.48,59.61,5.9,4.06,9.64,,4.61
2015-12-25,19.32,9.44,5.65,5.03,8.76,20.79,6.61,18.33,11.4,6.25,21.85,23.94,49.36,18.31,32.74,224.5,17.55,9.92,24.87,16.75,17.1,,15.11,8.79,,17.44,13.89,24.64,,3.27,36.9,,6.65,54.37,11.12,4.65,30.4,30.05,6.68,21.41,13.12,13.97,4.34,8.48,58.99,5.9,4.06,9.73,,4.65
2015-12-28,18.7,9.14,5.53,4.92,8.54,19.56,6.44,17.84,10.83,6.28,21.21,23.54,48.92,17.97,30.88,219.12,17.13,9.92,24.05,15.97,16.48,,14.83,8.57,,16.96,13.44,23.76,,3.2,35.7,,6.47,52.08,10.81,4.59,29.23,28.94,6.4,20.17,12.79,13.44,4.22,8.37,57.03,5.78,4.02,9.42,,4.55
2015-12-29,18.74,9.21,5.63,4.96,8.8,19.81,6.48,17.94,10.95,6.21,21.38,23.52,49.43,17.78,30.99,219.83,17.23,9.92,24.19,16.26,16.6,,15.02,8.74,,17.29,13.49,24.0,,3.24,36.15,,6.49,52.63,10.85,4.61,29.16,28.99,6.46,20.24,12.84,13.47,4.26,8.42,58.09,5.8,4.04,9.47,,4.52
2015-12-30,18.57,9.43,5.59,4.97,8.7,19.7,6.67,18.26,10.85,6.32,21.32,23.58,48.88,17.79,30.55,218.86,17.34,9.92,24.56,16.12,16.54,,15.06,8.63,,17.24,13.56,24.09,,3.23,35.76,,6.46,52.22,10.88,4.61,28.82,28.54,6.43,20.07,12.96,13.48,4.26,8.41,60.41,5.79,4.03,9.48,,4.48
2015-12-31,18.27,9.64,5.58,4.96,8.57,19.35,6.58,17.99,10.64,6.18,21.22,23.49,49.12,17.85,30.72,218.19,17.1,9.92,24.28,15.82,16.43,,14.97,8.58,,17.07,13.48,23.9,,3.23,36.0,,6.44,52.21,10.92,4.58,28.86,28.31,6.34,19.72,12.85,13.41,4.24,8.35,59.31,5.78,4.01,9.4,,4.46
2016-01-04,17.8,9.03,5.23,4.78,7.76,17.45,6.0,17.28,9.63,5.8,19.73,21.9,47.2,16.92,28.22,210.02,16.07,9.92,22.14,14.28,15.17,,14.15,7.81,,16.43,12.32,21.89,,3.12,34.05,,6.07,47.0,9.9,4.45,27.2,26.27,6.01,17.75,11.84,12.25,4.06,8.13,55.84,5.6,3.87,8.71,,4.02
