,sh.600000,sh.600016,sh.600019,sh.600028,sh.600029,sh.600030,sh.600031,sh.600036,sh.600048,sh.600050,sh.600104,sh.600196,sh.600276,sh.600309,sh.600340,sh.600519,sh.600585,sh.600690,sh.600703,sh.600837,sh.600887,sh.601066,sh.601088,sh.601111,sh.601138,sh.601166,sh.601186,sh.601211,sh.601229,sh.601288,sh.601318,sh.601319,sh.601328,sh.601336,sh.601390,sh.601398,sh.601601,sh.601628,sh.601668,sh.601688,sh.601766,sh.601800,sh.601818,sh.601857,sh.601888,sh.601939,sh.601988,sh.601989,sh.603259,sh.603993
2015-01-12,15.22,9.99,6.35,6.57,5.64,33.53,8.88,15.6,10.36,4.85,24.61,22.01,40.2,24.38,42.88,186.43,22.22,20.4,16.83,22.76,28.17,,20.83,8.94,,16.03,14.04,,,3.67,75.17,,6.48,46.78,8.12,4.82,31.13,34.82,6.36,24.32,10.13,13.88,4.52,11.62,46.4,6.25,4.4,8.49,,9.71
2015-01-13,15.18,9.84,6.33,6.58,5.65,32.17,8.89,15.43,10.27,4.85,25.15,22.23,40.24,24.64,44.08,184.88,22.14,20.97,17.46,21.83,28.36,,20.7,8.96,,15.89,14.24,,,3.66,75.12,,6.49,45.5,8.12,4.82,30.85,34.09,6.32,23.89,10.54,13.56,4.56,11.64,46.68,6.18,4.44,8.67,,9.43
2015-01-14,15.49,9.94,6.23,6.58,5.45,32.66,8.71,15.71,10.42,4.77,24.33,21.73,39.16,23.59,44.85,183.18,21.94,20.95,17.47,22.29,27.53,,20.54,8.69,,16.17,13.94,,,3.73,73.85,,6.63,45.32,7.96,4.89,31.0,32.93,6.32,25.01,10.22,12.82,4.64,11.31,46.07,6.33,4.59,8.76,,9.17
2015-01-15,16.12,10.23,6.44,6.9,5.47,33.37,9.03,16.18,11.25,4.97,24.67,21.93,38.99,23.52,47.05,186.07,22.0,20.98,17.26,23.09,27.79,,21.49,8.73,,16.85,14.69,,,3.86,78.87,,6.85,49.85,8.46,5.09,33.55,36.19,6.65,26.02,11.24,13.28,4.8,12.29,46.09,6.55,4.87,8.86,,9.28
2015-01-16,16.47,10.21,6.41,6.93,5.42,32.91,9.0,16.24,11.07,5.03,24.85,22.43,38.91,24.16,47.34,186.11,21.82,21.24,17.45,23.03,28.04,,21.68,8.59,,16.79,14.87,,,3.94,78.29,,7.21,52.64,8.52,5.15,33.73,36.8,6.68,25.72,12.36,13.2,4.84,12.6,46.01,6.64,4.98,9.09,,9.6
2015-01-19,14.82,9.19,5.81,6.24,4.88,29.62,8.1,14.63,9.96,4.54,22.85,21.1,39.0,21.74,46.01,175.48,19.77,19.38,16.31,20.73,26.4,,19.51,7.73,,15.11,13.38,,,3.55,70.46,,6.49,52.64,7.67,4.64,30.36,33.12,6.01,23.15,12.05,11.88,4.36,11.44,43.79,5.98,4.48,8.18,,8.91
2015-01-20,15.0,9.48,5.89,6.32,5.03,26.69,8.17,14.64,10.3,4.62,23.33,21.51,39.39,22.41,49.97,178.08,20.32,20.3,17.03,18.9,27.09,,19.57,7.94,,14.87,13.69,,,3.57,70.62,,6.48,52.64,8.0,4.64,30.13,34.4,6.02,21.21,13.26,11.99,4.28,11.83,45.19,5.94,4.45,8.12,,9.1
2015-01-21,15.74,9.98,6.12,6.6,5.23,28.75,8.49,15.3,11.0,4.8,23.95,22.29,40.77,22.78,50.35,182.36,20.82,20.62,17.24,20.79,27.81,,20.4,8.23,,15.61,14.14,,,3.77,77.36,,6.84,52.64,8.22,4.92,33.14,37.84,6.28,22.76,13.94,12.68,4.5,12.69,46.93,6.27,4.89,8.53,,9.7
2015-01-22,15.63,10.18,6.21,6.58,5.22,28.43,8.66,15.13,11.25,4.81,24.07,22.48,41.97,22.74,49.91,181.23,20.85,20.4,17.97,21.33,27.77,,20.44,8.14,,15.42,13.9,,,3.73,75.47,,6.88,52.64,8.13,4.88,33.48,39.23,6.22,22.63,14.23,12.47,4.44,12.63,46.5,6.2,4.84,9.12,,10.67
2015-01-23,15.63,10.38,6.14,6.6,5.26,29.21,8.48,15.17,11.43,4.79,23.79,22.19,41.86,22.91,50.42,181.02,20.78,20.18,17.34,21.71,27.66,,20.16,8.26,,15.45,13.94,,,3.74,76.8,,6.86,52.64,8.11,4.98,36.46,40.24,6.23,22.8,13.84,12.99,4.44,12.82,47.79,6.21,4.84,8.86,,10.93
2015-01-26,15.43,10.49,6.25,6.67,5.4,28.62,8.6,15.03,11.26,4.82,23.6,23.11,42.44,22.61,50.42,182.8,20.92,20.5,17.56,21.39,28.55,,20.27,8.55,,15.28,13.92,,,3.71,75.61,,6.76,52.64,8.15,4.93,36.96,39.61,6.21,22.44,13.97,12.93,4.39,13.09,47.55,6.15,4.78,9.21,,11.17
2015-01-27,15.01,10.19,6.11,6.48,5.27,28.05,8.73,14.71,10.74,4.72,24.19,22.89,42.14,22.1,48.7,180.11,20.68,20.55,17.26,21.1,28.19,,19.79,8.27,,14.9,14.57,,,3.62,73.96,,6.53,52.64,8.71,4.78,36.33,40.63,6.39,22.72,14.04,13.48,4.3,12.61,46.78,6.02,4.63,9.45,,11.72
2015-01-28,14.81,9.94,6.03,6.34,5.15,28.87,8.56,14.53,10.32,4.63,23.88,23.02,41.15,22.26,46.62,177.47,20.38,20.13,17.11,20.92,27.75,,19.47,8.02,,14.77,14.17,,,3.58,72.29,,6.39,52.64,8.58,4.69,34.75,38.9,6.22,22.6,13.52,13.12,4.26,12.25,45.83,5.97,4.55,9.17,,11.27
2015-01-29,14.42,9.63,6.05,6.16,5.1,28.18,8.33,14.37,10.29,4.55,23.41,22.62,40.79,22.0,46.61,176.15,20.01,19.79,16.93,20.25,27.31,,19.36,7.92,,14.44,14.02,,,3.5,70.55,,6.32,52.64,8.68,4.56,35.17,38.0,6.1,21.86,13.64,12.75,4.18,11.98,45.88,5.88,4.4,8.95,,11.02
2015-01-30,14.47,9.47,5.94,6.03,4.99,27.86,8.14,14.34,10.48,4.52,22.65,22.37,40.71,21.72,47.12,177.18,19.78,19.95,17.0,19.87,27.3,,19.05,7.69,,14.47,13.12,,,3.46,69.29,,6.23,52.64,8.14,4.54,33.41,36.08,5.88,21.09,12.56,12.06,4.17,11.64,46.07,5.85,4.4,8.67,,11.03
2015-02-02,14.04,9.17,5.71,5.87,4.83,26.92,7.87,14.09,10.19,4.44,21.96,22.67,42.01,21.1,46.57,174.82,19.45,19.68,17.39,19.44,26.76,,18.53,7.29,,14.04,11.82,,,3.33,66.22,,5.96,52.64,8.14,4.41,31.93,33.68,5.53,20.22,11.31,10.98,4.0,11.22,46.2,5.67,4.13,8.64,,11.18
2015-02-03,14.45,9.36,5.83,6.01,4.89,28.4,8.06,14.57,10.15,4.53,22.5,22.91,41.42,21.9,46.57,178.37,19.82,20.03,17.18,20.63,27.2,,19.13,7.41,,14.4,12.04,,,3.4,69.07,,6.14,52.64,8.14,4.5,33.99,36.72,5.9,21.21,11.59,11.35,4.13,11.69,46.73,5.81,4.28,8.65,,11.21
2015-02-04,14.18,9.14,6.41,5.92,4.72,28.03,7.95,14.3,10.04,4.53,21.94,22.49,40.78,21.41,46.57,177.25,19.85,20.34,16.47,20.21,27.31,,18.97,7.19,,14.11,12.69,,,3.36,67.5,,6.02,52.64,8.14,4.41,32.74,36.09,5.84,21.47,11.95,11.75,4.05,11.41,49.01,5.72,4.13,8.68,,11.74
2015-02-05,14.18,9.09,6.18,5.83,4.77,28.08,7.9,14.32,10.02,4.54,21.82,21.93,40.12,21.13,46.57,174.05,19.58,19.79,16.84,20.22,27.01,,18.56,7.21,,14.13,12.06,,,3.32,65.94,,6.0,52.64,8.14,4.4,31.87,35.24,5.62,21.9,11.42,11.14,4.03,11.15,47.62,5.64,4.13,8.43,,11.35
2015-02-06,14.09,9.07,6.43,5.69,4.48,28.31,7.85,14.25,9.49,4.35,22.01,21.55,40.2,20.34,46.57,174.6,19.26,19.15,16.89,20.86,26.76,,17.92,6.9,,14.05,11.89,,,3.22,66.31,,5.9,52.64,8.14,4.3,31.16,34.82,5.53,21.88,11.06,11.33,3.95,10.89,46.95,5.49,4.01,8.14,,10.77
2015-02-09,14.16,9.24,6.63,5.68,4.51,29.41,7.88,14.41,9.43,4.38,22.48,21.34,40.84,20.52,46.57,184.3,19.17,19.05,16.95,21.73,27.49,,17.83,6.84,,14.12,11.98,,,3.23,68.0,,6.03,52.64,8.14,4.3,32.08,36.88,5.62,22.68,11.35,11.65,3.97,11.03,46.58,5.52,4.03,8.19,,10.72
2015-02-10,14.43,9.33,6.61,5.74,4.64,29.54,8.12,14.66,9.74,4.41,22.99,21.64,40.85,20.97,46.57,182.88,19.72,19.82,16.69,22.03,27.63,,18.21,7.09,,14.37,12.57,,,3.27,68.49,,6.15,52.64,8.14,4.36,32.77,37.3,5.8,22.93,11.62,12.18,4.12,11.23,47.0,5.58,4.1,8.32,,11.01
2015-02-11,14.42,9.35,6.49,5.7,4.67,29.32,8.11,14.64,9.83,4.54,23.12,21.88,41.19,20.82,46.57,183.15,19.84,20.12,16.72,22.14,27.49,,18.28,7.13,,14.31,12.37,,,3.26,70.15,,6.12,52.64,8.32,4.33,33.53,38.34,5.8,22.94,11.51,11.96,4.1,11.16,47.79,5.56,4.07,8.35,,10.93
2015-02-12,14.35,9.3,6.41,5.83,4.76,29.0,8.16,14.57,9.75,4.92,23.0,21.86,41.33,21.43,46.57,183.57,19.91,20.14,16.99,21.88,28.17,,18.29,7.31,,14.05,12.57,,,3.25,69.9,,6.11,52.64,8.5,4.34,33.62,38.76,5.85,22.68,12.21,11.9,4.1,11.18,47.99,5.54,4.06,8.28,,10.75
2015-02-13,14.43,9.3,6.49,5.84,4.73,29.13,8.17,14.63,10.11,4.85,22.9,22.35,40.56,21.61,46.57,182.49,20.0,20.15,16.98,21.71,28.38,,18.43,7.31,,14.12,12.54,,,3.31,69.92,,6.11,52.64,8.46,4.44,33.27,38.13,5.91,22.78,12.11,11.92,4.11,11.18,48.3,5.59,4.11,8.61,,11.28
2015-02-16,14.4,9.22,6.47,5.87,4.72,28.97,8.18,14.46,9.96,5.34,23.16,22.5,41.21,21.66,45.93,183.31,20.05,20.36,17.16,21.6,28.35,,18.4,7.28,,14.07,12.67,,,3.29,70.31,,6.08,52.64,8.36,4.42,33.35,37.94,6.02,22.6,12.07,11.94,4.08,11.07,49.82,5.58,4.09,8.79,,11.49
2015-02-17,14.47,9.24,6.62,5.89,5.07,29.18,8.2,14.52,10.09,5.54,23.59,22.92,41.36,21.52,49.68,182.22,20.27,20.56,17.15,21.72,28.28,,18.39,7.75,,14.11,12.63,,,3.31,70.58,,6.1,52.64,8.35,4.49,34.81,38.36,6.0,22.73,12.22,12.0,4.09,11.08,49.88,5.6,4.1,8.73,,11.36
2015-02-25,14.28,9.13,6.53,6.09,5.1,28.74,8.1,14.3,9.74,5.29,24.16,22.55,40.67,21.15,48.69,183.96,19.94,20.48,17.64,21.04,28.0,,17.94,7.65,,13.96,12.7,,,3.29,68.16,,6.02,52.64,8.27,4.49,33.31,36.65,5.95,21.93,12.07,12.33,4.04,11.23,50.14,5.54,4.05,8.65,,11.07
2015-02-26,14.62,9.27,6.62,6.13,5.11,29.93,8.63,14.67,10.23,5.35,24.72,22.68,40.8,21.52,48.8,186.64,20.48,20.44,17.56,21.97,28.53,,18.56,7.67,,14.27,13.66,,,3.35,69.87,,6.12,52.64,8.64,4.59,34.88,37.88,6.47,22.98,12.22,13.56,4.14,11.34,50.2,5.68,4.14,8.96,,12.18
2015-02-27,14.53,9.23,6.68,6.32,5.19,29.53,8.52,14.7,10.19,5.65,24.36,22.65,40.36,21.88,48.32,191.05,20.33,20.44,17.24,21.76,28.24,,18.6,7.9,,14.24,13.67,,,3.34,70.28,,6.08,52.64,8.58,4.58,34.41,37.46,6.41,22.98,12.12,13.84,4.11,11.42,50.45,5.69,4.11,8.96,,12.58
2015-03-02,14.48,9.24,6.93,6.26,5.17,29.87,8.62,14.57,10.21,5.59,24.28,22.85,40.0,22.88,48.16,190.73,20.63,20.54,18.56,21.9,28.0,,18.9,7.82,,14.27,13.51,,,3.36,69.9,,6.08,51.27,8.57,4.57,34.19,37.24,6.38,23.18,12.05,13.61,4.13,11.32,50.28,5.73,4.11,8.94,,12.79
2015-03-03,14.0,9.0,6.61,6.03,4.96,28.62,8.39,14.17,9.64,5.36,23.44,23.02,40.1,22.31,46.12,185.95,19.98,20.1,18.18,20.82,27.56,,18.17,7.48,,13.89,13.32,,,3.24,67.12,,5.88,50.22,8.4,4.4,32.31,35.61,6.22,21.92,11.7,14.25,3.99,10.93,49.53,5.53,3.97,8.77,,12.61
2015-03-04,13.91,8.96,6.58,6.08,4.96,28.37,8.39,14.21,9.58,5.4,23.79,23.67,41.84,22.46,45.66,187.19,20.05,20.3,18.26,20.71,27.78,,18.31,7.46,,13.81,13.11,,,3.22,66.94,,5.85,49.54,8.34,4.38,32.62,35.65,6.17,21.85,11.85,13.81,3.97,10.92,51.0,5.5,3.91,8.73,,12.51
2015-03-05,13.58,8.75,6.35,5.95,4.83,28.28,8.3,13.91,9.3,5.29,23.3,23.51,42.81,22.03,44.25,185.52,19.57,19.83,18.47,20.63,27.23,,17.91,7.25,,13.46,13.08,,,3.14,65.16,,5.68,50.0,8.38,4.31,31.99,35.11,6.06,21.72,12.68,13.65,3.88,10.71,50.31,5.35,3.8,8.6,,12.91
2015-03-06,13.63,8.76,6.3,5.96,4.91,28.11,8.34,14.05,9.24,5.21,22.72,22.97,42.33,22.4,44.32,183.62,19.64,19.36,17.75,20.74,27.24,,18.07,7.32,,13.53,12.8,,,3.15,64.98,,5.83,47.18,8.18,4.34,31.55,34.92,6.05,21.54,13.64,12.91,3.89,10.77,50.25,5.39,3.83,8.61,,13.11
2015-03-09,14.51,9.22,6.38,6.11,4.98,27.66,8.49,14.68,9.51,5.27,23.12,23.03,42.54,22.37,45.28,191.56,19.93,19.68,18.03,20.37,27.44,,18.25,7.4,,14.71,13.06,,,3.29,66.32,,6.12,48.39,8.26,4.52,32.18,35.95,6.11,21.07,13.64,13.0,4.1,10.89,50.09,5.7,4.03,8.79,,12.96
2015-03-10,14.1,9.0,6.31,6.04,5.23,27.53,8.41,14.29,9.24,5.18,22.96,23.37,43.04,22.44,44.72,187.83,19.75,20.03,18.55,20.19,27.24,,18.04,7.57,,14.25,12.84,,,3.2,65.7,,6.08,46.99,8.14,4.42,31.41,35.14,6.03,21.15,13.14,12.85,4.01,10.77,49.8,5.57,3.93,8.66,,12.91
2015-03-11,14.25,9.03,6.29,6.06,5.75,27.47,8.38,14.45,9.18,5.16,23.58,23.29,43.61,22.97,45.2,191.98,19.66,22.03,18.6,20.17,27.18,,17.84,7.91,,14.57,12.66,,,3.22,66.22,,6.11,48.42,8.12,4.46,31.73,35.54,6.06,21.24,12.95,12.68,4.03,10.75,50.27,5.64,4.01,8.6,,12.74
2015-03-12,15.12,9.38,6.36,6.16,5.87,28.2,8.41,15.13,9.47,5.26,24.71,22.92,42.98,22.81,45.2,192.75,20.18,22.34,18.13,20.7,27.5,,18.36,7.91,,15.97,12.79,,,3.32,68.8,,6.36,52.93,8.17,4.57,32.9,37.12,6.21,21.7,12.83,12.96,4.19,11.03,51.07,5.84,4.18,8.63,,12.79
2015-03-13,15.29,9.33,6.43,6.17,6.46,28.23,8.54,15.1,9.49,5.24,24.73,23.11,42.85,22.42,44.31,189.91,20.26,22.8,18.07,20.7,27.46,,18.7,8.39,,16.49,13.55,,,3.32,68.94,,6.29,51.9,8.34,4.57,32.75,36.67,6.25,21.89,12.95,13.17,4.2,11.06,51.36,5.81,4.15,8.65,,13.14
2015-03-16,15.47,9.39,6.6,6.24,7.11,28.77,8.67,15.36,9.72,5.34,24.89,23.71,42.98,22.82,44.89,193.76,20.62,23.22,18.38,21.18,28.1,,18.89,8.78,,17.06,13.69,,,3.36,73.47,,6.34,56.1,8.39,4.6,33.88,37.77,6.32,22.88,12.97,13.31,4.24,11.2,51.36,5.87,4.18,8.87,,13.68
2015-03-17,15.54,9.44,6.65,6.34,7.82,29.6,8.99,15.41,9.91,5.44,25.12,24.09,42.38,22.35,46.41,196.77,20.73,23.31,18.79,21.73,28.39,,19.04,9.66,,17.05,14.42,,,3.4,74.7,,6.4,55.8,8.89,4.63,33.83,37.51,6.49,23.87,13.08,13.74,4.42,11.48,51.36,5.93,4.21,9.05,,13.54
2015-03-18,15.88,9.63,6.93,6.42,8.16,29.98,9.1,15.74,10.41,5.53,25.16,24.44,43.0,22.85,49.28,199.45,21.58,23.9,19.49,22.34,28.82,,19.65,10.03,,17.12,14.79,,,3.52,77.42,,6.54,56.81,9.09,4.73,34.4,37.99,6.56,25.11,14.39,13.98,4.84,11.65,51.36,6.11,4.33,9.17,,13.7
2015-03-19,15.64,9.51,6.83,6.42,8.02,29.69,9.29,15.68,10.26,5.64,24.71,24.13,42.27,23.1,48.69,195.28,21.36,23.18,19.13,22.07,28.56,,19.75,9.68,,17.15,16.27,,,3.48,75.73,,6.44,54.59,10.0,4.69,33.34,36.93,6.82,24.86,14.93,15.11,4.7,11.64,51.36,6.04,4.27,9.3,,13.6
2015-03-20,15.75,9.63,6.84,6.41,7.87,32.35,9.2,15.69,10.56,5.56,24.71,24.61,44.09,23.04,49.3,193.15,21.44,22.99,19.23,23.38,29.45,,19.66,9.37,,17.05,15.97,,,3.56,78.41,,6.48,54.8,10.32,4.72,33.9,37.73,6.72,27.24,14.82,14.77,4.72,11.68,51.36,6.11,4.38,9.4,,13.52
2015-03-23,15.91,9.76,6.98,6.43,7.98,33.32,9.34,15.79,10.77,5.61,25.46,25.03,44.21,23.07,50.19,195.08,22.16,23.29,19.51,23.66,30.57,,19.99,9.41,,17.63,17.57,,,3.62,77.95,,6.53,55.13,11.35,4.78,34.1,38.45,6.94,28.19,15.16,15.36,4.75,11.8,51.36,6.18,4.43,9.39,,13.61
2015-03-24,15.69,9.67,7.35,6.37,8.51,32.45,9.17,15.56,10.43,5.49,25.51,24.79,43.71,22.54,52.23,195.69,21.57,23.99,19.01,23.04,29.96,,19.66,9.86,,17.3,18.59,,,3.73,75.74,,6.45,56.38,12.49,4.8,33.41,37.48,6.8,27.63,14.89,15.39,4.68,11.59,51.36,6.14,4.44,9.32,,13.45
2015-03-25,15.24,9.43,7.04,6.26,8.25,32.37,9.16,15.16,10.14,5.35,24.79,25.33,45.19,22.48,52.23,192.78,21.48,24.53,18.7,22.76,30.39,,19.23,9.42,,16.72,18.17,,,3.64,75.08,,6.28,54.03,12.97,4.69,32.23,36.26,6.82,26.71,15.72,14.91,4.53,11.33,51.36,5.98,4.3,9.49,,12.96
2015-03-26,15.36,9.46,7.14,6.44,8.06,32.02,9.54,15.22,10.37,5.45,24.78,24.75,45.22,22.83,50.77,198.56,21.86,23.59,18.68,22.63,31.43,,19.62,9.18,,17.03,17.23,,,3.65,78.14,,6.3,52.88,12.51,4.72,32.29,36.45,7.01,26.46,17.29,14.82,4.54,11.99,51.36,5.98,4.31,10.44,,13.25
2015-03-27,15.36,9.51,7.07,6.37,7.79,32.12,9.44,15.26,10.77,5.39,24.68,24.79,44.48,22.49,52.39,194.55,21.9,23.76,18.93,22.81,31.1,,19.73,9.2,,17.0,17.88,,,3.64,76.72,,6.32,52.16,12.52,4.71,32.09,36.27,7.22,27.0,16.99,16.3,4.63,11.7,51.36,5.99,4.32,10.24,,13.3
2015-03-30,16.02,9.79,7.27,6.49,8.21,32.91,10.38,15.74,11.85,5.61,25.39,24.79,45.14,23.92,57.21,196.77,23.21,24.48,19.44,23.36,31.36,,20.44,9.69,,18.5,19.24,,,3.74,79.96,,6.49,54.04,13.13,4.92,33.62,37.25,7.94,28.79,16.99,17.93,4.86,11.88,51.36,6.19,4.46,10.36,,13.53
2015-03-31,15.79,9.7,7.12,6.41,7.92,32.82,10.13,15.57,11.49,5.47,24.86,24.79,46.1,24.12,55.38,195.96,22.84,25.84,21.26,23.41,30.85,,20.09,9.43,,18.36,18.59,,,3.67,78.24,,6.39,53.01,12.63,4.86,33.9,37.05,7.67,30.11,16.99,18.49,4.73,11.73,51.36,6.1,4.38,10.04,,13.59
2015-04-01,15.95,9.76,7.14,6.47,8.16,33.94,10.24,15.73,11.4,6.02,25.83,24.79,48.47,24.17,56.23,195.34,23.13,26.02,21.7,24.8,31.44,,20.32,9.98,,18.39,18.78,,,3.69,79.15,,6.43,53.87,12.93,4.89,34.46,37.8,7.69,30.86,16.99,18.68,4.83,11.86,51.36,6.15,4.41,10.11,,13.8
2015-04-02,16.18,9.67,7.08,6.48,8.13,33.44,10.15,15.66,11.21,5.96,25.56,24.79,48.44,24.13,55.87,194.58,23.06,27.79,21.95,24.55,31.38,,20.63,9.84,,18.12,18.44,,,3.65,78.02,,6.38,53.48,12.84,4.85,34.01,37.56,7.52,29.99,16.99,18.3,4.81,11.91,51.36,6.11,4.36,10.01,,14.35
2015-04-03,16.2,9.72,7.15,6.45,8.33,34.22,10.11,15.66,11.2,5.95,26.23,24.79,48.76,24.34,58.78,196.81,23.01,27.68,21.83,26.9,31.35,,20.52,9.89,,18.65,18.19,,,3.66,78.71,,6.4,54.85,12.62,4.87,34.1,37.61,7.53,30.62,16.99,17.85,4.83,11.84,51.36,6.12,4.37,10.21,,14.27
2015-04-07,16.71,9.94,7.28,6.66,9.16,34.63,10.42,15.66,11.5,6.13,26.09,24.79,49.1,25.23,57.92,200.67,23.31,27.37,21.91,26.99,32.49,,21.13,10.55,,19.79,18.3,,,3.77,81.03,,6.55,55.65,12.67,5.0,34.78,39.08,7.6,31.08,18.69,18.01,5.05,12.27,51.36,6.28,4.47,10.36,,14.45
2015-04-08,17.02,10.12,7.32,6.74,9.47,36.08,10.46,15.66,11.84,6.18,26.2,24.79,49.28,24.67,55.71,204.5,23.89,26.72,22.45,27.78,32.85,,20.93,10.42,,20.47,18.82,,,3.81,82.41,,6.68,57.12,13.21,5.04,35.65,40.76,7.8,31.87,20.56,19.55,5.25,12.51,51.36,6.36,4.53,10.25,,13.81
2015-04-09,16.87,10.05,7.55,6.67,9.61,35.77,10.06,15.66,13.02,6.02,25.49,24.79,49.37,24.04,56.23,200.0,23.7,26.05,21.7,27.42,32.17,,20.58,10.27,,19.83,18.02,,,3.77,81.44,,6.63,56.64,12.61,5.03,35.06,39.85,7.53,30.96,22.61,18.56,5.15,12.39,51.36,6.38,4.49,9.99,,13.16
2015-04-10,17.53,10.28,7.57,6.71,9.71,35.84,10.13,15.66,12.73,6.11,25.73,24.79,51.19,24.22,56.31,200.22,23.9,27.29,21.98,27.44,33.33,,20.99,10.44,,20.39,18.13,,,3.81,86.14,,6.78,57.88,12.7,5.1,35.87,41.19,7.58,30.6,22.27,19.2,5.34,12.46,51.36,6.49,4.56,10.19,,13.4
2015-04-13,18.03,10.44,7.63,6.82,9.88,35.38,10.54,17.23,13.0,6.28,25.57,24.79,53.55,25.15,56.6,203.9,24.26,26.97,21.87,27.06,33.62,,21.31,10.51,,20.69,19.64,,,3.92,86.21,,6.93,56.93,13.97,5.32,35.79,40.92,7.72,30.19,24.5,19.91,5.45,12.69,51.36,6.95,4.68,10.32,,13.99
2015-04-14,17.89,10.27,7.55,6.74,9.58,35.19,10.67,17.48,12.84,6.17,25.57,24.79,53.04,25.45,56.13,206.0,24.32,26.45,22.98,27.8,33.82,,21.08,10.42,,20.17,21.6,,,3.87,84.67,,6.84,55.07,15.37,5.26,34.82,39.52,7.96,30.2,26.95,20.66,5.45,12.51,51.36,6.91,4.63,11.33,,13.66
2015-04-15,17.96,10.56,7.32,6.78,9.32,34.1,10.27,17.87,12.5,6.15,25.75,24.79,54.56,25.68,55.54,205.7,23.62,25.93,21.84,26.89,33.05,,20.61,10.1,,20.05,22.03,,,3.9,84.56,,7.0,53.74,16.03,5.43,34.37,38.54,8.28,29.02,29.65,21.06,5.45,12.47,51.36,7.04,4.71,10.88,,13.2
2015-04-16,18.65,10.99,7.47,7.02,9.16,35.01,10.57,18.81,13.47,6.63,27.64,24.79,55.1,26.32,55.86,226.27,24.16,26.81,21.88,27.27,35.51,,21.49,10.14,,20.54,21.6,,,3.97,90.8,,7.16,55.46,16.36,5.62,35.86,39.72,8.36,30.0,32.62,20.38,5.59,13.01,51.36,7.2,4.8,11.88,,13.35
2015-04-17,18.6,10.93,7.99,7.34,9.94,35.14,11.38,18.32,13.84,7.07,27.57,27.27,54.49,26.32,56.02,232.56,25.25,27.44,22.13,27.63,35.39,,22.24,10.69,,20.56,23.76,,,4.03,89.92,,7.23,55.38,18.0,5.64,36.19,39.45,9.03,30.12,35.88,22.2,5.61,13.38,51.36,7.19,4.93,13.07,,14.15
2015-04-20,17.9,10.45,8.13,7.14,10.45,33.63,11.65,17.81,13.58,7.78,27.26,27.67,53.77,25.24,53.43,234.03,24.88,26.5,22.03,26.31,35.83,,22.38,11.07,,19.46,25.97,,,3.95,85.54,,6.9,52.6,19.8,5.42,34.08,37.48,9.85,28.34,35.38,23.37,5.36,12.8,51.36,6.84,4.74,14.02,,13.66
2015-04-21,18.16,10.73,8.32,7.27,10.55,35.08,11.55,18.17,13.85,8.0,28.2,28.7,56.56,25.87,54.4,257.43,25.24,28.75,22.91,27.47,38.12,,22.8,11.16,,19.75,23.86,,,3.99,87.99,,6.98,53.99,18.7,5.44,34.81,38.62,9.29,29.84,31.84,21.65,5.41,12.99,51.36,6.91,4.78,13.54,,14.04
2015-04-22,18.5,10.87,8.43,7.45,10.8,37.82,11.66,18.41,14.06,7.99,28.26,28.58,58.19,26.27,55.49,263.89,25.77,28.97,22.99,30.22,38.2,,23.39,11.29,,20.7,23.31,,,4.04,90.11,,7.11,56.24,18.7,5.52,36.91,40.0,9.54,32.36,30.26,21.62,5.48,13.22,51.36,7.0,4.86,14.27,,15.11
2015-04-23,18.22,10.69,8.79,7.58,10.54,36.84,11.55,18.17,13.83,8.79,28.01,28.13,57.52,26.78,59.47,256.04,25.62,28.32,23.88,29.99,38.04,,23.62,11.09,,20.15,22.86,,,4.01,88.1,,7.0,55.15,18.47,5.48,36.21,39.06,9.4,31.93,30.87,21.44,5.39,13.34,51.36,6.9,4.8,14.18,,16.62
2015-04-24,17.68,10.43,8.41,7.78,10.83,35.4,11.24,17.7,13.27,9.08,27.17,28.12,56.96,26.4,61.68,258.49,24.73,27.69,23.51,28.84,38.5,,22.81,11.96,,19.34,23.59,,,3.92,84.87,,6.81,52.96,19.28,5.33,34.78,37.79,9.34,30.46,33.96,22.05,5.21,13.32,51.36,6.71,4.66,14.08,,16.92
2015-04-27,18.17,10.66,9.25,8.56,11.13,35.75,11.49,18.44,14.04,9.99,27.45,28.36,57.22,26.67,61.53,255.79,25.17,27.97,23.1,29.06,38.69,,24.44,13.16,,19.63,25.95,,,4.0,86.32,,7.02,53.51,21.21,5.5,35.8,38.4,10.08,30.62,34.36,23.22,5.4,14.65,51.36,6.98,4.81,15.33,,16.36
2015-04-28,18.3,10.9,9.55,8.67,10.64,35.51,10.66,18.36,13.69,10.54,27.05,27.4,55.52,25.11,61.4,247.89,24.34,27.57,21.72,28.78,36.82,,23.89,13.59,,19.93,27.09,,,4.11,86.07,,7.14,53.7,22.51,5.64,36.04,39.59,10.31,30.62,31.71,22.61,5.76,14.33,51.36,7.14,5.06,15.19,,15.1
2015-04-29,18.53,10.73,9.31,8.31,10.55,35.58,10.45,18.48,14.0,9.96,27.31,27.4,56.65,25.06,62.39,249.78,24.07,27.78,22.07,29.09,36.82,,23.56,13.12,,19.76,25.92,,,4.02,87.6,,7.04,52.96,21.74,5.53,35.61,38.65,9.91,30.63,33.02,21.49,5.67,13.71,51.36,6.98,4.97,14.54,,16.61
